,title,publication date,subject,journal,DOI,author,abstract,from_database
29,Gifted and talented students in sports in the Slovenian primary school system,,,,10.17478/jegys.792203,"{'given': 'Mojca', 'family': 'KUKANJA GABRIJELCIC', 'sequence': 'first', 'affiliation': []}",,crossref
533,The gifted Preschooler: An awesome delight,1986,,G/C/T,10.1177/107621758600900412,S Baum,"… Disciplining the Gifted First, we must remember that these extraordinary youngsters are
children and will often behave childishly … With- out a doubt, this stubbornness and unending
attachment for impossible dreams is wearing and unpleasant …",google_scholar
96,The Challenges to Promoting Attachment for Hospitalised Infants with NAS,,,,10.3390/children8020167,"{'given': 'Jaylene', 'family': 'Shannon', 'sequence': 'first', 'affiliation': []}","<jats:p>The postnatal period is crucial for infants in establishing a connection with and security in primary caregivers and can have enduring effects on attachment patterns. However, due to the need for symptom management, many infants diagnosed with neonatal abstinence syndrome (NAS) may be separated from primary caregivers and cared for in a neonatal intensive care unit (NICU) or special care nursery (SCN) soon after birth. Research has shown that substance-exposed infants are more likely to experience insecure attachment patterns with their primary caregivers and that mothers with a history of substance abuse are less sensitive to their infants’ cues. Therefore, the aim of this research was to explore nurses’ and midwives’ experiences in promoting the attachment relationship for infants admitted to an NICU/SCN with NAS. A qualitative research design was used to gather data on the experiences of nine nurses/midwives from various NICU and SCN settings in Australia. Individual, semi-structured interviews were conducted, and transcribed interviews were coded using thematic analysis. While nurses/midwives valued the attachment relationship for infants with NAS, facilitation of the attachment relationship was mainly promoted when the mother was present. However, parents were often reported to be absent from the nursery. Difficulties in promoting an attachment relationship were also identified when an infant had child protection involvement. This research identifies areas in need of innovative change regarding the approach taken to promote the attachment relationship for infants with NAS when they are admitted to an NICU/SCN.</jats:p>",crossref
1035,What the study of eminence can teach us,1996,,Creativity Research Journal,10.1207/s15326934crj0904_2,RS Albert,"… This daughter was really something. Everybody who has any infor- mation on her thinks that she
probably was the most intellectually gifted of the children. She became a sec- ond mother for
the children … made a tremendous attachment to this older sister named after his mother …",google_scholar
986,Strain as a moderator of the relationship between parental attachment and delinquent participation: A China study,2011,,International Criminal Justice Review,10.1177/1057567711431127,RX Liu,"… In this paper, we have cultivated mammalian cells using polyurethane foam (PUF) as a new
substrate for cell attachment. PUF is a cheap and autoclavable mate- rial, and has a macroporous
structure giving a high sur … PU1 was kindly gifted by Inoue MTP Co. (Nagoya, Japan) …",google_scholar
749,Gifted Girls.,1992,,Communicator,https://eric.ed.gov/?id=ED350737,J Drum,"… ft ilk .ytt 71frJELIM PE RMISSION REPRODUCE HIS %AA TERIA ,.AS BEEN GRANTED BY To
THE EDUCATIONAL RESOURCES INFORMATION CENTER (Eruci GIFTED GIRLS How Schools
Shortchange Girls: Implications for Parents and Educators of Gifted Girls air …",google_scholar
577,Parenting stress in mothers of gifted and typical children,2012,,,https://era.library.ualberta.ca/public/datastream/get/uuid:997594f6-2b75-4608-90b5-4a487af667d4/DS1,BD Bishop,"… Table 2: ANOVA for Child, Parent, Total Stress Scores on Gifted/Typical ……………33 Table
3: ANCOVA for Child, Parent, Total Stress Scores on Gifted/Typical ………….34 … child attachment
(Jarvis & Creasey, 1991; Hadidian & Merbian, 1996), a decrease in …",google_scholar
476,Evaluating the APAC (mindfulness for giftedness) program in a Spanish sample of gifted children: a pilot study,2020,,Mindfulness,10.1007/s12671-018-0985-1,"JA Turanzas, JR Cordón, JP Choca, JM Mestre","… Evaluating the APAC (Mindfulness for Giftedness) Program in a Spanish Sample of Gifted Children:
a Pilot Study. Download PDF. Download PDF … Evaluating the APAC (Mindfulness for Giftedness)
Program in a Spanish Sample of Gifted Children: a Pilot Study …",google_scholar
710,Phonetically Gifted Students–on the Language Aptitude Components,2020,,Linguistische Treffen in Wrocław,https://www.ceeol.com/search/article-detail?id=915389,K Zalisz,"… contexts. 2 The text can be found in the attachment section. 3 See: International
Dialects of English Archive – https://www.dialectsarchive.com/. Page 5. Phonetically
Gifted Students – on the Language Aptitude Components 483 …",google_scholar
64,Survey Data Showing the Influences of School Attachment Among Secondary School Students in Albania,2021-03-01 00:00:00,Multidisciplinary,,10.1016/j.dib.2021.106949,"{'given': 'Dr Mehmet', 'family': 'Aslan', 'sequence': 'first', 'affiliation': []}",,crossref
1094,The use of fiction as a didactic tool to examine existential problems,2004,,Journal of Secondary Gifted …,10.4219/jsge-2004-451,"B Sriraman, H Adrian","… In order to illuminate our approach to create a forum for critical thinking, we demonstrate the use
of a simple con- temporary novel as a didactic tool with gifted high school seniors, where students …
Finally, the idols of theater arise from our attachment to parties, creeds, and cults …",google_scholar
802,Building Community in the Classroom for Culturally Linguistically Economically Diverse Gifted Learners,2020,,,https://digitalcommons.du.edu/etd/1813/,ME Norberto-Whipple,"… Building Community in the Classroom for Culturally Linguistically Economically Diverse Gifted
Learners Michelle Elaine Norberto-Whipple University of Denver Follow this and additional works
at: https://digitalcommons.du.edu/etd Part of the Gifted Education Commons …",google_scholar
764,The Challenges of Gifted Children: Empowering Parents to Maximize Their Child's Potential: Empowering Parents to Maximize Their Child's Potential,2015,,,https://books.google.com/books?hl=en&lr=&id=x_pPCgAAQBAJ&oi=fnd&pg=PP1&dq=gifted+attachment&ots=590uxqMHsC&sig=shbB_9TsqiVaZw6bAwvb1Qadty8,B Klein,"… Page 2. The Challenges of Gifted Children Page 3. Page 4. The Challenges of Gifted Children
EMPOWERING PARENTS TO MAXIMIZE THEIR CHILD'S POTENTIAL Barbara Klein Foreword
by John D. McNeil Page 5. Copyright © 2015 by Barbara Klein All rights reserved …",google_scholar
1188,Cinematherapy: Metaphorically promoting therapeutic change,2002,,Counselling psychology quarterly,10.1080/09515070210140221,"C Sharp, JV Smith, A Cole","… Of particular concern, is the possibility of inappropriate therapist action in the fi lm. For example,
Good Will Hunting (1997) may be an effective fi lm for use with issues related to attachment
or child abuse … Jeon, KW (1992) Bibliotheraphy for gifted children …",google_scholar
411,Multicultural mentoring to increase Black male representation in gifted programs,2004,,Gifted Child Quarterly,10.1177/001698620404800307,TC Grantham,"… He is somewhat “raceless,” prefer- ring to identify himself as an “American” with little attachment
to the meaning of being African American or a person of color. This person has little racial salience.
Pre-encounter miseducation depicts a gifted Black male as one who accepts …",google_scholar
877,Paving the practical pathway: the place of gifted education pedagogy in undergraduate clinical skills education in Australia,2017,,,https://eprints.utas.edu.au/27321/,AJ Harper,"Page 1. i Paving the Practical Pathway: The place of gifted education pedagogy in
undergraduate clinical skills education in Australia … Master of Education (Honours)(Gifted
Education) University of New England Armidale, New South Wales 2014 …",google_scholar
228,Efficient Public Encryption Scheme with Keyword Search for Cloud Storage,2020-07-01 00:00:00,,Jisuanji Yanjiu yu Fazhan/Computer Research and Development,10.7544/issn1000-1239.2020.20190671,,,scopus
833,Feigned Illness in a Gifted Fourth Grade Boy,1967,,Gifted Child Quarterly,10.1177/001698626701100109,L Rathon,"… Bradley seems to have a ciose emo- tional attachment with his mother … Since Bradley attends
asma II school with few, if any, facilities for the gifted, he has never been interviewed by a
counselor, and his parents do not feel that they can spare the money to take him to a …",google_scholar
264,Comparative Study on Different Approaches in Keyword Extraction,2020-03-01 00:00:00,,"Proceedings of the 4th International Conference on Computing Methodologies and Communication, ICCMC 2020",10.1109/ICCMC48092.2020.ICCMC-00013,,,scopus
114,Exploring potential differential relationships between social anxiety and emotional eating amongst normative vs. academically gifted students,,,,10.1080/15332276.2021.1880302,"{'ORCID': 'http://orcid.org/0000-0003-3070-3404', 'authenticated-orcid': False, 'given': 'Brian P.', 'family': 'Godor', 'sequence': 'first', 'affiliation': [{'name': 'Department of Psychology, Education and Child Studies,  Erasmus University Rotterdam , Rotterdam, Netherlands'}]}",,crossref
632,Defying the odds: Gifted and talented young people from low socioeconomic backgrounds,2013,,,https://researchcommons.waikato.ac.nz/handle/10289/8424,ND Ballam,"… Defying the Odds: Gifted and Talented Young People from Low Socioeconomic Backgrounds …
ii Abstract The aim of this study was to explore the lived experiences of gifted and talented New
Zealand young people from low socioeconomic backgrounds, with an emphasis on …",google_scholar
164,Increasing secure base script knowledge among parents with Attachment and Biobehavioral Catch-up,,Developmental and Educational Psychology,,10.1017/s0954579420001765,"{'ORCID': 'http://orcid.org/0000-0002-1041-080X', 'authenticated-orcid': False, 'given': 'K. Lee', 'family': 'Raby', 'sequence': 'first', 'affiliation': []}","<jats:title>Abstract</jats:title>
	  <jats:p>This study evaluated whether Attachment and Biobehavioral Catch-up (ABC), a parenting intervention, altered the attachment representations of parents (average age of 34.2 years) who had been referred to Child Protective Services (CPS) due to risk for child maltreatment when their children were infants. Approximately 7 years after completing the intervention, parents who had been randomized to receive ABC (<jats:italic>n</jats:italic> = 43) exhibited greater secure base script knowledge than parents who had been randomized to receive a control intervention (<jats:italic>n</jats:italic> = 51). Low-risk parents (<jats:italic>n</jats:italic> = 79) exhibited greater secure base script knowledge than CPS-referred parents who had received a control intervention. However, levels of secure base script knowledge did not differ between low-risk parents and CPS-referred parents who had received the ABC intervention. In addition, secure base script knowledge was positively associated with parental sensitivity during interactions with their 8-year-old children among low-risk and CPS-referred parents. Mediational analyses supported the idea that the ABC intervention enhanced parents’ sensitivity 7 years later indirectly via increases in parents’ secure base script knowledge.</jats:p>",crossref
977,Trauma-attachment tangle: Modifying EMDR to help children resolve trauma and develop loving relationships,2014,,,https://books.google.com/books?hl=en&lr=&id=Glq2BQAAQBAJ&oi=fnd&pg=PP1&dq=gifted+attachment&ots=Tp8C_eIh7m&sig=nN4anSyqrp3DMGlYl4IQvuVYk3E,J Lovett,"… It focuses on rebuilding trust, resolving trauma, and repairing attachment. Lovett works from an
empathic and sensitive understanding of the child's world and the child's perspective. Rich in
wonderful clinical case material, this gifted therapist gives detailed insights into her …",google_scholar
1199,Self‐compassion in clinical practice,2013,,Journal of clinical psychology,10.1002/jclp.22021,"CK Germer, KD Neff","… For instance, people who lack self‐compassion are more likely to have critical mothers, come
from dysfunctional families, and display insecure attachment patterns than self‐compassionate
people do (Neff … Despite this background of trauma and neglect, Brian was a gifted artist …",google_scholar
644,Local Plan for the Education of the Gifted,2015,,,https://www.vbschools.com/UserFiles/Servers/Server_78010/File/Academic%20Programs/Gifted/LocalPlanEducationGifted.pdf,SDAC Spence,"… Local Plan for the Education of the Gifted 2020-2025 LEA# 128 Superintendent Dr. Aaron C.
Spence Mailing Address 2512 George Mason Dr., Virginia Beach, VA 23456 Gifted Education
Coordinator/ Designee Dr. Nicole M. DeVries Title: Director, K-12 and Gifted Programs …",google_scholar
372,Ceilinged Out: Gifted Preschoolers in Early Childhood Services,2019,,Journal of Advanced Academics,10.1177/1932202X19851276,M Wellisch,"… Ceilinged Out: Gifted Preschoolers in Early Childhood Services. Mimi Wellisch. Journal of
Advanced Academics 2019 30:3, 326-354 … Ceilinged Out: Gifted Preschoolers in Early Childhood
Services. Mimi Wellisch. Journal of Advanced Academics 2019 30:3, 326-354. Share. Share …",google_scholar
949,"The galling and gifted Franz Joseph Gall| Stanley Finger, Paul Eling, Franz Joseph Gall: Naturalist of the Mind, Visionary of the Brain, Oxford University …",2019,,,,E Wijdicks,"… Although the attachment to his stick can be inconvenient at times, they see a highly
imaginative and sensitive child with a wonderful attention span for the activities that he
enjoys … Peter's teacher referred him for testing for the gifted program …",google_scholar
789,California Mentally Gifted Minor Program: A Brief History.,1971,,,https://eric.ed.gov/?id=ED060585,PD Plowman,"… Current cost basis i The drop in the total allowance for 1968-69 is attributed to a return to
an annual ! support level of $40 per mentally gifted minor. (See interpretation and attachment:
from Vol. XVIII, No. 1, Mardh 1970, Special Education Newsletter.) …",google_scholar
1048,Enfant à Haut Potentiel Intellectuel: Nouvelle approche de la précocité,,,,https://www.defi-metiers.fr/sites/default/files/doc-kelios/Complement_pedagogique/2017/11/20/Pgr_HPI.pdf,"D Bachelier, LA Eynard, N Gauvrit, M Liratni, C Meljac…","… School Counselor, 37 (5), 351. WELLISCH, M., BROWN, J., TA YLOR, A., KNIGHT, R.,
BERRESFORD, L., CAMPBELL, L. & COHEN, A. (2011). Secure attachment and high IQ: Are
gifted children better adjusted? Australasian Journal of Gifted Education, 20 (2), 23-33 …",google_scholar
72,Lessons for South Africa from Singapore’s gifted education – A comparative study,2021-02-28 00:00:00,Education,,10.15700/saje.v41n1a1839,"{'ORCID': 'http://orcid.org/0000-0003-0722-3250', 'authenticated-orcid': False, 'given': 'Annari', 'family': 'Milne', 'sequence': 'first', 'affiliation': [{'name': 'Department of Postgraduate Studies, Faculty of Humanities, Central University of Technology, Bloemfontein, South Africa'}]}","<jats:p>Since 1999 South African learners have participated in various international studies but sadly the learners have continued to perform dismally, which brings to question the quality of their education. Meanwhile, Singaporean students have been among the top achievers in all these competitions. Many comparative studies have been done between different nations and Singapore, but in few, if any, of these studies the focus has been on comparisons regarding gifted education. Singaporean policies and practices on gifted education generally prioritise a commitment to engaging learners from all ability levels with appropriately challenging curricula and instruction. In this article we report on a comparative study between the Singaporean and South African education systems. Three frames, (a) political context (b) curriculum structure and (c) loose coupling shaped the analysis. Results show that both countries had similar challenges at the point of independence from colonial rule and yet, they responded differently to those challenges. Singapore implemented inclusive education driven by excellence while South Africa’s inclusive education is driven by equity without excellence. South Africa has a one-size-fits-all curriculum, whereas Singapore has alternatives that create multiple pathways for learners to reach their full potential. Although gifted education is being proposed in current South African pronouncements, there is no evidence of coherence in terms of its implementation. Meanwhile, Singapore has a coherent system that ensures their policies move from theory into practice. All these are lessons that South Africa can learn.</jats:p>",crossref
252,Chinese keyword extraction method based on context and word classification,2020-04-01 00:00:00,,"Proceedings - 2020 International Conference on Computer Information and Big Data Applications, CIBDA 2020",10.1109/CIBDA50819.2020.00084,,,scopus
1158,Özel yetenekli çocukların ebeveynlerinin akılcı olmayan inançları ve ebeveyn yetkinliklerinin incelenmesi,2019,,,https://www.researchgate.net/profile/Ahmet-Buga/publication/339658511_Ozel_yetenekli_cocuklarin_ebeveynlerinin_akilci_olmayan_inanclari_ve_ebeveyn_yetkinliklerinin_incelenmesi_Investigation_of_the_Parents%27_Irrational_Beliefs_and_Parental_Self-Efficacy_of_Parents_of_Gift/links/5e5e67ae4585152ce8019c3c/Oezel-yetenekli-cocuklarin-ebeveynlerinin-akilci-olmayan-inanclari-ve-ebeveyn-yetkinliklerinin-incelenmesi-Investigation-of-the-Parents-Irrational-Beliefs-and-Parental-Self-Efficacy-of-Parents-of-Gift.pdf,"YE Aydın, A Buğa","… Investigation of the Parents' Irrational Beliefs and Parental Self-Efficacy of Parents of Gifted
Children * Abstract In this research, it is investigated whether here is a relationship between
gifted children's parents' irrational beliefs and parental self-efficacy …",google_scholar
1220,"De-medicalizing misery: Psychiatry, psychology and the human condition",2011,,,https://books.google.com/books?hl=en&lr=&id=fZR9DAAAQBAJ&oi=fnd&pg=PP1&dq=gifted+attachment&ots=MhzSNIoVWe&sig=Tmc19fJ01SsJMnKPRdYPMgv4uco,"M Rapley, J Moncrieff, J Dillon","… Attachment based approaches to the treatment of psychosis, edited by Sarah Benamer, Karnac
Books (2010) … Romme and Sandra Escher for having the integrity to listen to, and learn from, those
deemed to be 'lacking in insight' and Orit Badouk Epstein, a gifted therapist and …",google_scholar
192,Predicting emerging trends of keywords based on graph neural network,2020-12-01 00:00:00,,International Journal of Performability Engineering,10.23940/ijpe.20.12.p12.19571964,,,scopus
867,"Art therapy, attachment, and the divided brain",2014,,Art Therapy,10.1080/07421656.2014.903827,A Shore,"… The following discusses some of McGilchrist's ideas and art therapy approaches that may be
uniquely suited for repair of attachment disruption … Thus it happened that the gifted, ambitious,
and self-seeking emissary betrayed the master; the kind ruler “whose wisdom gave the …",google_scholar
597,Case study of a gifted and talented Catholic Dominican nun,2017,,Australasian Journal of Gifted Education,10.3316/informit.748410367316797,A Lavin,"… doi.org/10.2307/352227 Berger, SL (2014). College planning for gifted students: Choosing and
getting into the right college (Updated edition). Waco, TX: Prufrock Press. Cassibba, R., Granqvist,
P., Costantini, A., & Gatto, S. (2008). Attachment and God Page 9. 30 …",google_scholar
836,Differentiated Culturally Relevant Curriculum to Affirm Identity for Gifted African American Students,2019,,,https://search.proquest.com/openview/6956b111e98a0cf1abc109ea790331d4/1?pq-origsite=gscholar&cbl=2026366&diss=y,PD Lovett,"Page 1. GIFTED AFRICAN AMERICAN STUDENTS 1 Differentiated Culturally
Relevant Curriculum to Affirm Identity for Gifted African American Students by
Pamela D. Lovett A Dissertation Presented to the FACULTY …",google_scholar
135,"Outside the Eye of the Storm: Can Moderate Hurricane Exposure Improve Social, Psychological, and Attachment Functioning?",,Social Psychology,,10.1177/0146167221990488,"{'ORCID': 'http://orcid.org/0000-0001-5589-1523', 'authenticated-orcid': False, 'given': 'Anthony D.', 'family': 'Mancini', 'sequence': 'first', 'affiliation': [{'name': 'Pace University, Pleasantville, NY, USA'}]}","<jats:p> High-intensity disaster can harm psychological functioning. Could moderate-intensity disaster improve psychological and attachment functioning through its effects on social functioning? We used a prospective quasi-experimental cohort design to investigate this possibility among college students. Hurricane cohort participants ( N = 209) completed assessments before, 2 weeks, and 6 weeks after Hurricane Sandy. Two matched comparison cohorts ( Ns &gt; 140) were assessed 4 months and 1 year later. The hurricane cohort, in contrast to matched comparison cohorts, reported increased social support, reduced global distress, reduced negative emotion, and reduced attachment avoidance at the end of the semester. Increased social support mediated the relationship between hurricane cohort and reduced global distress, negative emotion, attachment avoidance, and attachment anxiety, and increased positive emotion and self-esteem at 6 weeks poststorm. The results suggest moderate disaster exposure can benefit short-term social, psychological, and attachment functioning, underscoring the critical role of the social context in stress adaptation. </jats:p>",crossref
808,Teachers' and principals' perceptions of giftedness and gifted programs.(c2018),2018,,,https://laur.lau.edu.lb:8443/xmlui/handle/10725/8602,DA Zoubi,"Page 1. LEBANESE AMERICAN UNIVERSITY Teachers' and Principals' Perceptions of Giftedness
and Gifted Programs By Dana Al Zoubi A thesis … goal in life. Page 7. vii Teachers' and Principals'
Perceptions of Giftedness and Gifted Programs Dana Al Zoubi ABSTRACT …",google_scholar
166,[Link between depression and academic self-esteem in gifted children].,,,L'Encephale,,,"Studies of the psychology of gifted children frequently refer to their relatively immature affective development in terms of their intellectual capacities and the relational difficulties they experience with regard to their peers, teachers, close acquaintances and sometimes their parents. From a psychopathological viewpoint, various types of problem have been observed such as depressive symptoms, motor instability coupled with hyperactivity, attentional deficits, impulsivity and a fall in self-esteem.",pubmed
308,Constructing an Information Search Platform Using Data Mining to Improve Student Learning,2020-01-01 00:00:00,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-030-63885-6_26,,,scopus
1060,Focus on furcation defects: guided tissue regeneration,20002000,,Periodontology 2000,10.1034/j.1600-0757.2000.2220111,"M Sanz, JL Giovannoli","… While some of these procedures have excited the dental profession based on reports of significant
attachment gains and bone fill at the furcation defects, a systematic … Traditionally, most clinical
decisions in dentistry have been based upon the experience of gifted clini- cians …",google_scholar
244,Algorithm for Multi Keyword Search over Encrypted Data in Cloud Environment,2020-06-01 00:00:00,,"2020 International Wireless Communications and Mobile Computing, IWCMC 2020",10.1109/IWCMC48107.2020.9148472,,,scopus
521,Social-perspective coordination and gifted adolescents' friendship quality,2015,,High Ability …,10.1080/13598139.2015.1028613,"CA Masden, ON Leung, BM Shore…","… 764. Views. 2. CrossRef citations to date. Altmetric. Listen. Articles. Social-perspective
coordination and gifted adolescents' friendship quality … Articles. Social-perspective
coordination and gifted adolescents' friendship quality …",google_scholar
85,Parents’ empathy and child attachment security,2021-02-25 00:00:00,,,10.4324/9780429287459-4,"{'given': 'Evelyn', 'family': 'Heynen', 'sequence': 'first', 'affiliation': []}",,crossref
816,Gifted education in Illinois politics and leadership in education,2011,,,https://search.proquest.com/openview/ec61d242e9de00d7adf5494e7f77756a/1?pq-origsite=gscholar&cbl=18750&diss=y,KL Cox,"Gifted education in Illinois politics and leadership in education. Abstract. This study demonstrates
that the current status of gifted education in Illinois varies greatly among school districts since
the initial elimination of state mandates and accompanying funding …",google_scholar
317,Efficient Boolean keywords search over encrypted cloud data in public key setting,2020-01-01 00:00:00,,Mobile Information Systems,10.1155/2020/2904861,,,scopus
120,Special Educational Need of the Gifted and Talented Students in Saudi Arabia: A Review Paper,,,,10.24331/ijere.854926,"{'given': 'Salem', 'family': 'OBAİD ALELYANİ', 'sequence': 'first', 'affiliation': []}",,crossref
298,An Efficient Attribute-Based Multi-Keyword Search Scheme in Encrypted Keyword Generation,2020-01-01 00:00:00,,IEEE Access,10.1109/ACCESS.2020.2996940,,,scopus
303,An Efficient Relational Database Keyword Search Scheme Based on Combined Candidate Network Evaluation,2020-01-01 00:00:00,,IEEE Access,10.1109/ACCESS.2020.2973217,,,scopus
1146,Infidelity in committed relati0nships ii: A substantive review,2005,,Journal of marital and family therapy,10.1111/j.1752-0606.2005.tb01556,"AJ Blow, K Hartnett","… Rafaeli-Mor, E. (1997). The interpersonal roots of cognitive self-complexity: Parenting,
attachment and self-efficacy as determinants. http://www.psych.nwu.edu/-era550.
300, Gifted Education International Rasmussen, JE (1964) …",google_scholar
1149,"A Christian model of mindfulness: Using mindfulness principles to support psychological well-being, value-based behavior, and the Christian spiritual journey",2012,,Journal of Psychology and …,https://search.proquest.com/openview/75721d4697652039de0ddcae1a124764/1?pq-origsite=gscholar&cbl=38088,"SH Symington, MF Symington","… of self is an imaginary, false belief which has no corresponding reality, and it pro- duces harmful
thoughts of 'me' and 'mine', selfish desire, craving, attachment, hatred, ill … 16:7). God has gifted
humans with higher cognitive capacities to assign meaning and intention to activities …",google_scholar
1018,Principals' Perceptions of GATE Teachers,2019,,… Teachers Who Are Gifted and …,https://www.igi-global.com/chapter/principals-perceptions-of-gate-teachers/217524,"JR McDonald, W DiBiase, N Triplett","… Page 2. 165 Principals' Perceptions of GATE Teachers What are the characteristics of these
gifted teachers … The interview protocol was emailed as an attachment to each of the participating
principals an average of ten days before their scheduled interview …",google_scholar
1198,Mothering as a life course transition: Do women go straight for their children?,2011,,Journal of Offender Rehabilitation,10.1080/10509674.2011.589887,V Michalsen,"… A set of 36 questions about respondents and their children followed, including questions about
attachment to their children and their reunification with those … She's in school, she's doing good,
she go to church, you know, she's a A , you know, she's a gifted child, you …",google_scholar
275,Disease prediction in data mining using association rule mining and keyword based clustering algorithms,2020-01-02 00:00:00,,International Journal of Computers and Applications,10.1080/1206212X.2017.1396415,,,scopus
1088,Why education must be multicultural: Addressing a few misperceptions with counterarguments,2014,,Gifted Child Today,10.1177/1076217513512304,DY Ford,"… Download Citation. Download article citation data for: Why Education Must Be Multicultural. Donna
Y. Ford, PhD. Gifted Child Today 2013 37:1, 59-62. Download Citation … Why Education Must Be
Multicultural. Donna Y. Ford, PhD. Gifted Child Today 2013 37:1, 59-62. Share. Share …",google_scholar
127,After the International Mathematical Olympiad: The Educational/Career Decisions and the Development of Mathematical Talent of Former Australian Olympians,,Education,,10.1177/0016986221991160,"{'ORCID': 'http://orcid.org/0000-0002-0620-6726', 'authenticated-orcid': False, 'given': 'Jae Yup', 'family': 'Jung', 'sequence': 'first', 'affiliation': [{'name': 'The University of New South Wales, Sydney, New South Wales, Australia'}]}","<jats:p> This study investigated the educational and career experiences of former Australian Olympians after their participation in the International Mathematical Olympiad. For this purpose, 15 former Olympians were engaged in interviews about how they developed their mathematical talent at university, how they selected their careers, and how they developed their mathematical talent within their careers. Thematic analysis was undertaken on the collected data. The resulting themes provided useful insights into the reasoning behind the selection of one’s area of study, the nature of the study experience, the factors considered in the career decision, and the nature of mathematical development in one’s career. Among other conclusions, the study suggested the applicability of two theories (i.e., the theory of work adjustment and the megamodel of talent development) in understanding the educational/career decisions of this group, the need for more systematic gifted education provisions within tertiary settings, and a prominent “brain drain” effect. </jats:p>",crossref
1009,The theory of positive disintegration,1966,,International Journal of Psychiatry,https://www.academia.edu/download/37817091/1The_organized_Multilevel_Disintegration_as_an_Emerging_Order.pdf,K Dabrowski,"… handle. • Relationship between attachment, ego-strength and high-giftedness. •
Relationship between physical/ social-emotional attractiveness and giftedness. • Causes
of underachievement of gifted and talented persons. • Differences …",google_scholar
256,Public key encryption with keyword search in cloud: A survey,2020-04-01 00:00:00,,Entropy,10.3390/E22040421,,,scopus
278,Automatic Keywords Extraction Based on Co-Occurrence and Semantic Relationships between Words,2020-01-01 00:00:00,,IEEE Access,10.1109/ACCESS.2020.3004628,,,scopus
795,"An exploratory study of spiritual and existential well-being, affect, and self-esteem among gifted adolescents",2015,,,https://search.proquest.com/openview/4159d68a76e336a22f856d6502b2d7f3/1?pq-origsite=gscholar&cbl=18750&diss=y,S Friedrich,"Page 1. AN EXPLORATORY STUDY OF SPIRITUAL AND EXISTENTIAL WELLYBEING, AFFECT,
AND SELFYESTEEM AMONG GIFTED ADOLESCENTS by … An Exploratory Study of Spiritual and
Existential Well Being, Affect, and Self Esteem Among Gifted Adolescents by …",google_scholar
720,"Implementing Full-Time Gifted and Talented Programs in Title 1 Schools: Reasons, Benefits, Challenges and Opportunity Costs",2018,,,https://drum.lib.umd.edu/handle/1903/20918,ME Tempel-Milner,"ABSTRACT Title of Dissertation: IMPLEMENTING FULL-TIME GIFTED AND TALENT PROGRAMS
IN TITLE 1 SCHOOLS: REASONS, BENEFITS, CHALLENGES AND OPPORTUNITY COSTS …
full-time gifted and talented programs in three Title 1 schools within a large school …",google_scholar
468,"Competitive goal orientations, quality, and stability in gifted and other adolescents' friendships: A test of Sullivan's Theory about the harm caused by rivalry",2009,,Gifted Child …,10.1177/0016986208330566,"M Schapiro, BH Schneider, BM Shore…","Page 1. 71 Competitive Goal Orientations, Quality, and Stability in Gifted and … Competitive goal
orientations were rated by self, peers, and teachers for 38 gifted- and 38 regular-program,
same-sex, friendship dyads (19 female and 19 male) from grades 7 and 8 (N = 152) …",google_scholar
918,The educational background of the gifted Indian pre-school child,2000,,,http://uir.unisa.ac.za/handle/10500/16999,VAJ Jaggan,"Page 1. THE EDUCATIONAL BACKGROUND OF THE GIFTED INDIAN PRE-SCHOOL CHILD
by VIJAY AHEER JAGGAN, JAGGAN … 1, Anuvaka 11) Page 6. v THE EDUCATIONAL
BACKGROUND OF THE GIFTED INDIAN PRE-SCHOOL CHILD SUMMARY …",google_scholar
698,Gifted,2011,,,https://books.google.com/books?hl=en&lr=&id=OgaAAwAAQBAJ&oi=fnd&pg=PT7&dq=gifted+attachment&ots=rxZkwab7eE&sig=lETj9EUyok-2nVTnYsSp6disdtE,P Evans,"| *#'. C. . | : : E . . d | r PATRICKEVANS Page 2. GIFTED A NOVEL BY PATRICK EVANS
VICTORIA UNIVERSITY PRESS Page 3. Page 4 … For Kate De Goldi Simon Garrett Paul Millar
& John Newton Page 6. Gifted is a work of fiction. Page 7. Page 8 …",google_scholar
1086,Traditional and nontraditional gender roles and work—Family interface for men and women,2009,,Journal of Career …,10.1177/0894845308327736,"KM Perrone, SL Wright…","… doctoral internship at Indiana University. His research interests are in career
development, work– family interface, gifted adults, and attachment. In his leisure
time, he enjoys relaxing with his family and doing outdoor activities …",google_scholar
259,Secure and privacy-preserving keyword search retrieval over hashed encrypted cloud data,2020-03-25 00:00:00,,International Journal of Communication Systems,10.1002/dac.4274,,,scopus
255,Research and Implementation on an Efficient Public Key Encryption Algorithm with Keyword Search Scheme,2020-04-01 00:00:00,,"2020 IEEE 5th International Conference on Cloud Computing and Big Data Analytics, ICCCBDA 2020",10.1109/ICCCBDA49378.2020.9095716,,,scopus
