,title,publication date,subject,journal,DOI,author,abstract,from_database,publication_date
3446,Parenting styles and psychosocial adjustment of gifted and normal adolescents,,,Pacific Science Review B: Humanities and Social …,https://www.sciencedirect.com/science/article/pii/S2405883116300351,"S Yazdani, G Daryei","… studies are needed to identify values and the cultural characteristics of gifted children and adults …
Geta, 2012 PMP Alonso-GetaParenting style in Spanish parents with children aged 6 to … Baumrind,
1966 D. BaumrindEffects of authoritative parental control on child behavior. Child …",gs,2016
3447,Acceleration--A Viable Option for Gifted Children.,,,,https://eric.ed.gov/?id=ED387992,LA White,"… positive social, emotional and behavioural outcomes … Several researchers and parents of
gifted children have suggested observed behaviours … One such recommended test is the
Motivational Characteristics Scale of The Scales for Rating Behavioral …",gs,1995
3448,Acceleration and twice-exceptional students,,,A nation deceived: How schools hold …,http://www.accelerationinstitute.org/Nation_Deceived/ND_v2.pdf#page=118,"SM Moon, SM Reis","… less attention has been paid in the research litera- ture to other emotional and behavioral disorders …
Gifted children with Asperger syndrome, for example, have been described in the literature, but
have not High-Ability Students with Emotional and Behavior Disorders Twice …",gs,2004
3449,Motivation and achievement of gifted children in East Asia and the United States,,,… the Education of the Gifted,10.1177/016235329301600302,"HW Stevenson, C Chen, S Lee","… in Figure 2. It should be pointed out that the standard  scores of the highly able American
children were at … on both computation and word problems (see Figures 1and 2); this also occurred
for first-grade stu- dents in word problems … 228 Journal for the Education of the Gifted …",gs,1993
3450,Gifted Children's Disorders,,,,http://enpuir.npu.edu.ua/handle/123456789/8910,"L Pet'ko, Y Kuklevs'ka","… fourth may require less sleep; however, their activity is generally focused and directed (Clark,
1992; Webb, Meckstroth, & Tolan, 1982), in contrast to the behavior of children … The activities of
children with ADHD tend to be both continual and random; the gifted child's activity …",gs,2014
3451,Issues and problems in establishing preschool programs for the gifted,,,Roeper Review,10.1080/02783198509552897,MK Kitano,"… Problems in … Prepara- tion for success includes not only academic learning and social skill de-
velopment, but also behavior control — paying … However, young gifted children often have keen
interests in specific topics or inde- pendent activities and find whole group activities …",gs,1985
3452,AN EXPLORATION OF AN ASSESSMENT INSTRUMENT MEASURING BELIEFS ABOUT AND UNDERSTANDING OF GIFTED CHILDREN.,,,Education,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00131172&AN=9110142254&h=QYQbnmHypHCOjaZ4tZYF5htF%2FT0Fq4GOQiVVNKW%2FD7auF7A91EDUR7paFB7Df3zTQcaASNRvCejk4XhOaGDdyQ%3D%3D&crl=c,"JT Pardeck, JA Pardeck, D Callahan","… Many resist rou- tine, exhibit nonconformist behaviors, and may even be classified as behavioral
prob- lems … 16. The persistent goal-directed behavior of gifted children can result in others
perceiving them as stubborn, willful, and uncooperative. Si -35 (Table 1 continues) …",gs,1991
3453,Grandparents' guide to gifted children,,,,https://books.google.com/books?hl=en&lr=&id=wBohArbacs4C&oi=fnd&pg=PR15&dq=gifted+children+behavior+problems&ots=PSWqKee5lX&sig=uotmCc9nzpeSSyAtrREjl7TUbP4,"JT Webb, JL Gore, AS McDaniel, FA Karnes","… Some gifted children show strong talent and advanced ability in an area such as music or art
or in other areas not traditionally emphasized by schools, such as visual-spatial ability, creative
thinking … Sometimes these children are seen as behavior problems, when in fact …",gs,2004
3454,The incidence of potentially gifted students within a special education population,,,Roeper Review,10.1080/02783193.2015.1008661,"L Barnard-Brak, SK Johnsen, A Pond Hannig…","… Because many gifted students with learning disabilities may have interests that may not be … they
may feel more able to provide information about their child's behavior in other … are equipped with
the knowledge to advocate for their twice-exceptional children, these students …",gs,2015
3455,"'IT IS NORMAL, TO BE NOT NORMAL''-HOW TO DEVELOP THE POTENTIALS OF GIFTED CHILDREN.",,,Today's Children are Tomorrow's Parents,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15821889&AN=55981200&h=HyPzveIBB91p4QzFmwI4Dn71Oy4Id0gKiGM%2F0i7RVhPeD8u2dc7fze75oeYqVMJlT6ws7Oyanzk8y5LJGUrKGQ%3D%3D&crl=c,A Jost,"… and better integrated, although of course gifted children can develop behavioral disorders, as
any … The importance of teacher attitude and behavior Supportive teacher behaviour --in- dependent
of questions of acceleration--that promotes the talents of gifted children in- cludes …",gs,2010
3456,Gifted and learning disabled… a paradox?,,,Gifted Child Today Magazine,10.1177/107621759301600104,T Ellston,"… sion or anxiety, a lower self-esteem, withdrawal, aggression, or disruptive behavior in the …
Compensating strategies be come less effective as the children grow older, so ""average""
performance … In addition, when gifted/LD students are identified and helped, the classroom is much …",gs,1993
3457,"Creativity, emotional intelligence and coping style in intellectually gifted adults",,,Current Psychology,10.1007/s12144-020-00651-1,"FR Angela, B Caterina","… Guignard, JH, Kermarrec, S., & Tordjman, S. (2016). Relationships between intelligence
and creativity in gifted and nongifted children. Learning and Individual Differences,
52, 209–215 … The Journal of Creative Behavior, 1(1), 3–14 …",gs,2020
3458,What is the school psychologist's role in gifted education?,,,Gifted Child Today,10.4219/gct-2002-78,EL Robinson,"… Children who are gifted may also have other special needs that are not being met by the school.
Examples include gifted students who have learning disabilities (Coleman, 2001), are labeled
as having behavior disorders, or having Asperger's Syndrome (Henderson …",gs,2002
3459,Counseling Gifted and Talented Students.,,,,https://eric.ed.gov/?id=ED469549,N Colangelo,"… pressure to conform, under-curriculum, family dynamics, rebelliousness, learning/behavioral
disabilities, attention … Psychological problems can manifest themselves into anti-social and illegal
behavior … By no mean does this mean that gifted children do not emanate from families …",gs,2002
3460,Expert benchmarks for student academic performance: The case for gifted children,,,Gifted Child Quarterly,10.1177/001698629604000202,"EL Baker, J Schacter","… Educators working with gifted children and youth have the opportunity to further both research …
a set of experts' processes and performances and comparing that behavior with novices … One
predominant factor is that adult knowledge representations will vary more than children's …",gs,1996
3461,Serving the preschool gifted child: Programming and resources,,,Roeper …,10.1080/02783190709554422,"JR Cukierkorn, FA Karnes, SJ Manning…","… loss of interest and motivation, boredom, rebellious behavior, and social/emo- tional concerns.
Early consideration of the needs of the gifted preschooler can help to prevent these problems
and provide a firm foundation for helping these children understand their gifted- ness …",gs,2007
3462,Insights: Assisting intellectually gifted students with emotional difficulties,,,Roeper Review,10.1080/02783197809552362,"JH Morton, EA Workman","… ÍÍ In order to be most effective in bringing about behavioral changes that will continue, the initial
entrance point of … results in breaking down the power struggles between the individual and the
environment that is frequently observed in gifted children with behavior problems …",gs,1978
3463,Gifted adolescents: An analysis of their psychosocial development,,,Journal of Youth and Adolescence,10.1007/BF02092110,"FJ Mönks, TJ Ferguson","… behavior (eg, moral reasoning) similar in complexity to the child's behavior (Hartup, 1978 … Using
this defini- tion, we might conclude that gifted children's peer relationships were not as … is a tradeoff
between peer relations, defined in terms of age versus behavioral complexity; for …",gs,1983
3464,National survey of identification practices in gifted and talented education,,,Exceptional Children,10.1177/001440298104800205,"J Alvino, RC McDonnel, S Richert","… x Ravens Progressive Matrices x x x Scales for Rating the Behavioral Characteristics of Superior
Students (Renzulli-Hartman] x Scholastic Aptitude Test x Slosson Intelligence Test for Children
and Adults x x x SOl Screening for Gifted x x x Stanford Achievement Test x …",gs,1981
3465,Emotional/behavioral disabilities and gifted and talented behaviors: Paradoxical or semantic differences in characteristics?,,,Psychology in the Schools,10.1002/pits.1031,WF Morrison,"… Gallagher, PA (1997). Promoting dignity: Taking the destructive D's out of behavior disorders …
Understanding and encouraging the exceptionally gifted … At the schoolhouse door: An examination
of problem and policies for children with behavioral and emotional problems …",gs,2001
3466,PEGS: Appropriate education for exceptionally gifted students,,,Roeper Review,10.1080/02783190209554184,"SC Sullivan, L Rebhorn","… gifted students to skip grades in middle and high school upon returning to their home districts.
In addition, a few students regret no longer being the top student in the classroom. Others are
with- drawn from PEGS due to behavior problems. Some parents enroll their children …",gs,2002
3467,Identification of gifted students with learning disabilities in a Response‐to‐Intervention era,,,Psychology in the Schools,10.1002/pits.20528,"F Crepeau‐Hobson, M Bianco","… who learns complex mathematical concepts quickly but struggles with simple computation
problems … Measures for this purpose may include the Behavior Ratings Inventory of Executive …
note that, as assignments become more reading intensive, gifted children with reading …",gs,2011
3468,Gifted people and their problems,,,Davidson Institute for Talent Development,http://www.darshana-ganatra.com/files/GiftedProblems.pdf,F Heylighen,"… A Cognitive-Systemic Reconstruction of Maslow's Theory of Self- Actualization"", Behavioral
Science 37 … challenging or slow-moving classroom situations by ""off-task"" behavior, disruptions,
or … evidence for atypical brain organization and innate talent in gifted children: Many gifted …",gs,2012
3469,Background characteristics of 456 gifted students,,,Gifted child quarterly,10.1177/001698627702100220,RL Cox,"… Free-Time Activities Since tastes and behavioral patterns in many areas, including leisure-time
activities, appear to be culturally based and socially in- fluenced, a large number of variables
are involved in their develop … ""The Play Behavior of Fifty Gifted Children,"" Journal of …",gs,1977
3470,Being gifted at home,,,G/C/T,10.1177/107621758500800202,"TF Johnson, H Roth","… There are at least four other effective structured activities which provide gifted children with practice
in better … The use of story telling is a nonthreatening way of teaching the gifted child new … week
to record, in a mutual log, specific events concerning the child's behavior at home …",gs,1985
3471,Gifted parent groups: The SENG model,,,,https://books.google.com/books?hl=en&lr=&id=3XOC_AJfR18C&oi=fnd&pg=PA3&dq=gifted+children+behavior+problems&ots=Os9zu4_lGC&sig=AsU3iQBegSlVh9I2TdDGavm-utY,"A DeVries, JT Webb","… concentration; long attention span in areas of inter- est; goal-directed behavior; persistent Resists …
The groups provide a forum for parents of gifted children to gain expo- sure to … Gifted Parent Groups:
The SENG Model encouraging positive growth that can prevent behavioral and …",gs,2007
3472,A framework for guidance and counselling of the gifted in a school setting,,,Gifted Education International,10.1177/026142949200800206,J Hickson,"… High risk-taking behavior (eg drugs, counter-culture activities) … to the partnership approach school
counsellors can also be of assistance to parents of the gifted by utilizing … that such pro- gramming
can help parents not only develop healthy attitudes toward their children but also …",gs,1992
3473,Personal and Behavioral Peculiarities of Gifted Children: The Search for Invariant Characteristics of Giftedness,,,"4th International Conference on Arts, Design and …",https://www.atlantis-press.com/proceedings/icadce-18/25900264,M Ivleva,"… Moscow: MSTU MAMI, 2008.  Psychology of giftedness of children and adolescents / Ed.
NSLeites … 53-92.  L. Terman, M.Oden, Genetic Studies of Genius // The gifted child grows up …
Urbana Il.: Publication Office, Institute for Child Behavior & Development. 1978 …",gs,2018
3474,The gifted learning disabled child: Not a paradox,,,Pediatric annals,https://www.healio.com/pediatrics/journals/pedann/1985-10-14-10/%7B453b2f99-69d1-4abe-86b4-5437badaa6a7%7D/the-gifted-learning-disabled-child-not-a-paradox,"C Feiring, LT Taft","… of giftedness and a learning disability may lead to a behavioral performance profile … for achievement
such as withdrawal, hyperactivity, task avoidance, aggressive or disruptive behavior … As a ""defense""
against skill weaknesses, gifted children may narrow their interest in such a …",gs,1985
3475,Parental factors in the social and emotional adjustment of the gifted,,,Roeper Review,10.1080/02783198309552770,AD Sebring,"… De- pending on their preconceived ideas of parent/child exchange, such behavior may even
elicit … However, if the parents under- stand that gifted children are more independent thinkers than
most … Helping a child to accept behavioral demands of adults while also main- taining …",gs,1983
3476,The Behavioral characteristics of kindergarten gifted children in Saudi Arabia: Construction and validation of a scale,,,Multicultural Psychoeducational …,https://books.google.com/books?hl=en&lr=&id=QnWLvSN2howC&oi=fnd&pg=PA315&dq=gifted+children+behavior+problems&ots=5lbm2rOP2j&sig=-UL_FiO3ILVoWX1vBWbByyWMwjo,"UM Ibrahim, A Aljughaiman","… Renzulli, JS, Smith, LH, White, AJ, Callahan, CM, Hartman, RK, & Westberg, KL (1997). Scales
for rating the behavioral characteristics of superior students … Young gifted children: Can parents
identify giftedness … Journal of Creative Behavior, 28 (1), 60–69 …",gs,2009
3477,Gifted children,,,… psychological research into …,https://steven-pfeiffer-psychology.com/wp-content/uploads/2018/01/pfeiffer-2013-counseling-gifted-kids-chapter-8-in-grossmanwalfish-eds.pdf,"SI Pfeiffer, A Yermish","… with borderline pathol- ogy employing dialectical behavior therapy.2 Cognitive behavior therapy
has … tential depression were handled through methods informed by typical cogni- tive behavioral
therapy (CBT … Like many gifted children, it was diffi- cult for him to find valid external …",gs,2014
3478,"Parenting with eyes wide open: Young gifted children, early entry and social isolation",,,Gifted Education International,10.1177/0261429419899946,M Wellisch,"… Format, Tips on citation download. Download Citation. Download article citation data for: Parenting
with eyes wide open: Young gifted children, early entry and social isolation. Mimi Wellisch. Gifted
Education International 0 10.1177/0261429419899946. Download Citation …",gs,2020
3479,Giftedness as developing expertise,,,International handbook of giftedness and talent,https://books.google.com/books?hl=en&lr=&id=xwltY5f35ZMC&oi=fnd&pg=PA55&dq=gifted+children+behavior+problems&ots=kBGdCfjHDq&sig=LCqawHwOF07-xujXchLFbXlMHIM,RJ Sternberg,"… tacit knowledge about the field as well (see Csikszentmiha- lyi, 1996), Children develop a variety …
How does this development relate to abilities, and to gifted levels of abilities, in … and (e) receive
rewards for successful solution of such problems, thereby reinforcing such behavior …",gs,2000
3480,Psychosocial adjustment among intellectually gifted adolescents: The role of cognitive‐developmental and experiential factors,,,Journal of Child Psychology …,10.1111/j.1469-7610.1992.tb00872,"SS Luthar, E Zigler, D Goldstein","… the individual's aspirations and goal directedness, have been found to be inversely related to
acting out behavior in children and positively … an exploration of the relative degrees to which
different psychological variables reflect superior adjustment among gifted groups as …",gs,1992
3481,Biofeedback and gifted children: An initial investigation,,,Perceptual and motor …,10.2466/pms.1985.61.1.179,"FA Karnes, JJ Oehler-Stinnett…","… Gifted Child Qumtedy, 1981, 24, 81-84. HAMPSTEAD, WJ The effects of EMG-assisted relaxation
training with hyperkinetic children: a behavioral alternative. Biofeedback and Self-regulation,
1979, 4, 112-125. JOHNSON, C. Even bright kids have problems …",gs,1985
3482,Subjective well-being of intellectually gifted children and adolescents.,,,,https://psycnet.apa.org/record/2018-20917-007,"S Bergold, L Wirthwein, R Steinmayr","… A further look at youth intellectual giftedness and its correlates: Values, interests, performance,
and behavior. Intelligence, 28(2), 87–113 … Mental and physical traits of a thousand gifted children
(genetic study of genius, vol … Multivariate Behavioral Research, 46(1), 90–118 …",gs,2018
3483,Establishing criteria for high ability versus selective admission to gifted programs: Implications for policy and practice,,,Educational Psychology …,10.1023/A:1009017922302,"B Louis, RF Subotnik, PS Breland, M Lewis","… These underserved gifted children include those who are cultur- ally diverse,
underachievers, physically or learning disabled gifted children, children with behavior
problems, and preschoolers (Foster, Gallagher, and Coleman, 1994) …",gs,2000
3484,A review of personality factors in parents of gifted children and their families: Implications for research,,,Journal of clinical psychology,10.1002/1097-4679(198903)45:2%3C210::AID-JCLP2270450206%3E3.0.CO;2,LB Gockenbach,"… of the issues of concern still remaining are: (1) Is it that children are forcing parents to re- spond
in a particular way because of their unique characteristics, or is the parents' behavior inducing
“giftedness” in their children; or, (2) Is … Family relations when a child is gifted …",gs,1989
3485,Parental differences in expectations of gifted children,,,Journal of Comparative …,10.3138/jcfs.23.1.69,"R Strom, A Johnson, S Strom…","… Khatena, J. 1989 ""Intelligence and Creativity to Multi-talent."" Journal of Creative Behavior 23
(2), 93-97 … Parental Differences in Expectations of Gifted Children … Volloff, W. 1987 ""Identification
of Gifted and Accelerated Hispanic Students."" Journal for lhe Education of lhe Gifted, 11 (I …",gs,1992
3486,Me: A self-concept scale for gifted students,,,Perceptual and Motor Skills,10.2466/pms.1981.53.1.319,"JF Feldhusen, MB Kolloff","… in education show much concern about the development of self-concept and social behavior
of the … were obtained for these sru- dents using the Scales for Rating the Behavioral Characteristics
of … this indicates that the shorter ME Scale, tailored as it is to gifted children, is also a …",gs,1981
3487,Genius denied: How to stop wasting our brightest young minds,,,,https://books.google.com/books?hl=en&lr=&id=OESLT2EXllwC&oi=fnd&pg=PA1&dq=gifted+children+behavior+problems&ots=SZNqzUNoff&sig=J4Xgk1bfgSSUdaprczHBUvywy-k,"J Davidson, B Davidson, L Vanderkam","… 8 GENIUS DENIED problems … Children with learning disabilities are by law given “individ- ual
education plans” to address their specific learning needs; some districts do the same for gifted
children … As part of it, some teachers created a behavioral checklist for her in tenth grade …",gs,2007
3488,The school counselor and the gifted children education,,,Procedia-Social and Behavioral Sciences,https://www.sciencedirect.com/science/article/pii/S1877042811027418,AA Ignat,"… techniques to make possible the dyad communication, appropriate nonverbal behavior);
summarizing and … Aurora ‚Äì Adina Ignat / Procedia - Social and Behavioral Sciences 29 (2011)
591 … the participation of the school counselor to the education process of the gifted children …",gs,2011
3489,The development of metacognitive responses in young gifted children.,,,,https://elibrary.ru/item.asp?id=5296759,CC Eidson,"… in cognitive literature and despite the available research regarding its behavioral manifestations
in … was to observe and analyze the metacognitive development of young gifted children and to …
one, and grade two classes at Peabody School for Intellectually Advanced Children …",gs,2001
3490,The adjustment of gifted children in the regular classroom: Case studies,,,Exceptional Children,10.1177/001440295702300803,"T Crowder, JJ Gallagher","… In relation to his unsuitable techniques to at- tract attention, the teacher was to discuss with Dave
the social values of the class, pointing out to him the kinds of behavior which got favor … Commeiu
s One of the most commonly'men- tioned problems of gifted children has been …",gs,1957
3491,The effect of relocation on gifted students,,,Gifted Child Quarterly,10.1177/001698629904300206,JA Plucker,"… to specific adjustment difficulties"" (p. 79), research provides evidence that gifted children are
less likely to feel lonely, angry,anxious, depressed, or with- drawn than general ability children,
suggesting that gifted childrenmay adjust … Studies of behavioral, motivational …",gs,1999
3492,Counseling gifted children in Singapore: Implications for evidence-based treatment with a multicultural population,,,Gifted Education International,10.1177/0261429416642284,"LS Yeo, SI Pfeiffer","… Counseling gifted children in Singapore. Lay See Yeo and Steven I Pfeiffer. Gifted Education
International 2016 34:1, 64-75. Download Citation … Counseling gifted children in Singapore. Lay
See Yeo and Steven I Pfeiffer. Gifted Education International 2016 34:1, 64-75. Share …",gs,2018
3493,On the relation between procedural learning and syntactic proficiency in gifted children,,,Journal of psycholinguistic research,10.1007/s10936-018-9611-6,"S Spit, J Rispens","… They often make plans deliberately in order to solve problems, which indicates more
metacognitive awareness. Finally, gifted children also tend to choose the right strategy,
when confronted with problems that have multiple potential solutions …",gs,2019
3494,Gifted Children in General Music: Giftedness can be more a curse than a blessing to the child who is not allowed to develop,,,Music Educators Journal,10.2307/3400767,G Wooddell,"… teachers, fearful of violating democratic notions by giving special treatment to special children
often simply load them with routine work just to keep them busy. Bored with their schoolwork
and uncomfortable with themselves, many gifted chil- dren become behavioral problems …",gs,1984
3495,"Gifted students and Lyme disease: What educators, counselors, and parents need to know",,,Gifted Child Today,10.1177/1076217512465288,PA Schuler,"… Download article citation data for: Gifted Students and Lyme Disease. Patricia A. Schuler, PhD.
Gifted Child Today 2012 36:1, 35-46. Download Citation … Gifted Students and Lyme Disease.
Patricia A. Schuler, PhD. Gifted Child Today 2012 36:1, 35-46. Share. Share …",gs,2013
3496,Analysis of the creativity level of the gifted students,,,Procedia-Social and Behavioral Sciences,https://www.sciencedirect.com/science/article/pii/S1877042809001992,"M Tekin, Ö Taşğin","… potantial of responsibility of duty is thought to be necessary in many areas for the performance
of true gifted … Examination On The Some Factors Effecting The Creativity Of Group Of Nine Age
Male And Female Children From Different … Procedia Social and Behavioral Sciences 1 …",gs,2009
3497,Labelling of gifted children in the family from the perspective of teachers and its manifestations at school.,,,Journal of Contemporary Educational Studies …,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00380474&AN=144764518&h=%2BLG4bxjT804dc3Eb2zclFJfZI%2BNBbG%2B5Nj%2BOTrd84W8Cp4rVrNCYMJfM%2BsARRqfqbb2EcxosCKiJKuCNqFZstg%3D%3D&crl=c,E Klimecká,"… Comment: Jason had not been referred or considered for placement in a gifted program by … store,
he does not get along with the children at school, especially children his age … They believed some
of his school behavior problems could be partly attributed to idleness and boredom …",gs,2020
3498,Counseling with families of gifted children: The school counselor's role,,,The School Counselor,https://www.jstor.org/stable/23901550,"CF Lester, RS Anderson","… d,n9 Information ical approach to modifying their child's The counselor can inform parents
inappropriate behavior … Some parents excuse fourth grade, they will be acutely aware their gifted
children from many … At that point, they may make more time to their ""gifted pursuits."" some …",gs,1981
3499,Book Review: Misdiagnosis and Dual Diagnosis of Gifted Children and Adults,,,,10.1177/026142940502000214,DM Main,"… only intervention needed is psycho-educational, identifying the normality of the gifted behavior
in context … take effort, the early development of a support system for gifted children and their … who
are knowledgeable about giftedness and who will not presume behavioral disorders …",gs,2005
3500,Effectiveness of the PPVT-R in the screening of young gifted children,,,Journal of Psychoeducational …,10.1177/073428298600400103,"FB Hayes, RP Martin","… PPVT-R scores have also been compared to WISC-R IQ scores for samples of gifted children
(Wright, 1983), mildly mentally retarded children (Naglieri, 1982; Prasse & Bracken, 1981), and
elementary school children referred for learning or behavior problems (Breen, 1981) …",gs,1986
3501,Teachers-in-training perceptions of gifted Children's characteristics and teacher-child interactions: An experimental study,,,Teaching and Teacher Education,https://www.sciencedirect.com/science/article/pii/S0742051X20314062,"T Weyns, F Preckel, K Verschueren","… hypotheses, ie, attributing more socio-emotional problems to them (Baudson & Preckel, 2013).
More specifically, we hypothesized that they would perceive gifted children as showing more
negative personality traits, lower social competence, and more anxious behavior …",gs,2021
3502,"Able, gifted and talented underachievers",,,,https://books.google.com/books?hl=en&lr=&id=ArbD0JnN50wC&oi=fnd&pg=PR5&dq=gifted+children+behavior+problems&ots=wEvjBRisJg&sig=XutGBvj-z9DkFoub1OtAeGGCtCM,D Montgomery,"… University, Ohio. He is a former special educator who taught children with severe
emotional and behavioural problems. Currently, he teaches graduate and
undergraduate courses in spe- cial and gifted education. He serves …",gs,2009
3503,Issues in the education of disadvantaged gifted students,,,Gifted Child Quarterly,10.1177/001698626801200212,JC Gowan,"… be biased in favor ot neatness, good spelling, good appearance, and the absence of bad behavior …
the counselor can, on occasion, offer an explanation of some of the problems of &dquo …
Disadvantaged gifted children are in some ways like emotionally distrubed gifted children …",gs,1968
3504,Family environment and social development in gifted students,,,Gifted Child …,10.1177/0016986214526430,"P Olszewski-Kubilius, SY Lee…","… Journal, New Content, Announcements. Gifted Child Quarterly, Contents … Family Environment
and Social Development in Gifted Students. Paula Olszewski-Kubilius, Seon-Young Lee, and
Dana Thomson. Gifted Child Quarterly 2014 58:3, 199-216. Download Citation …",gs,2014
3505,The gifted disabled student in the regular and the special classroom,,,International Letters of Social and Humanistic Sciences,https://www.learntechlib.org/p/176574/,H David,"… a result in many cases it would be much less effective to have gifted children older than … have
been labeled as “a difficult student” otherwise (about treating very young children with Ritalin …
that the Ritalin that caused the 4-hour ""break” in Eli's “unbearable behavior” – the mother's …",gs,2015
3506,Irrational Beliefs of Gifted Children's Parents in Turkey.,,,Journal of Educational Issues,https://eric.ed.gov/?id=EJ1179627,"U Ogurlu, S Kahraman","… Joyce, MR (2006). A developmental, rational emotive behavioral approach for working with parents …
Parents' attributions for their children's behavior. Child Development, 66, 1557-1584 … Moon, SM,
& Hall, AS (1998). Family therapy with intellectually and creatively gifted",gs,2018
3507,Using discriminant analysis to identify gifted children,,,Journal for the Education of the Gifted,10.1177/016235328500900307,MC Pyryt,"… Use of discriminant analysis in the identification of gifted students. Paper pre- sented at the
meeting of the Council for Exceptional Children, New York City. Gully, K. & Hosch, H. (1979).
Adaptive behavior scale: Development of a diagnostic tool via discriminant analysis …",gs,1986
3508,"Gifted children, vertical equity, and state school finance policies and practices",,,Journal of Education Finance,https://www.jstor.org/stable/40704183,"BD Baker, R Friedman-Nimz","… The diff with this method is that to establish a weight for gifted ch one must … educa- tion costs, using
expenditure data, across districts with different proportions of children with special … at the time
(1980s), could only reflect existing differences in district spending behavior related to …",gs,2003
3509,Underachieving gifted males: Are we missing the boat?,,,Roeper Review,10.1080/02783199109553353,JA Wolfle,"… do fit the sex stereotype of society, and plan ways to help these children develop the … One survey
indicated that teachers were unwilling to identify as gifted students those who exhibited low … Too
often behavior changes in males are seen simply as typical of male adolescents and …",gs,1991
3510,Underachieving gifted students: Intervention programs that work,,,Roeper Review,10.1080/02783199309553546,CR Fehrenbach,"… at their ability level; the inter- vention involved teaching students more appropriate patterns of
behavior. Twenty-six elementary school chil- dren, identified as underachieving gifted on the
basis of school … IQ scores of the children ranged from 135 to 145 with one-third of the …",gs,1993
3511,"The relationship between the environmental awareness, environmental attitude, curiosity and exploration in highly gifted students: Structural equation modelling",,,Educational Process: International Journal,https://dialnet.unirioja.es/descarga/articulo/5286866.pdf,"H Saricam, SH Sahin","… Highly gifted individuals are more intensely interested and worried about global environmental
problems, as long as they are kept … Environment and Behavior, 36, 70-93 … SM Reis, NM Robinson,
& S. Moon (Eds.), The social and emotional development of gifted children: What do …",gs,2015
3512,Level of Planning Skill as a Predictor of Variations in Computer Competency among Intellectually Gifted and Non-Gif ted Children,,,The Journal of Educational Research,10.1080/00220671.1987.10885746,SC Grover,"… groups, while only the high planning skill group was proficient with more complex problems … tasks,
which are distinguishable from the per- formance of non-gifted children and if so … arises as to the
specific nature of the cognitive processes underlying intellectually gifted behavior …",gs,1987
3513,An Exploratory Study on the Relationship between Creativity and Processing Speed for Gifted Children.,,,International Education Studies,https://eric.ed.gov/?id=EJ1172126,"A Bahar, MA Ozturk","… In Renzulli's three ring conception of giftedness, gifted behavior is defined in a way that … In addition,
Sternberg asserts that gifted individuals complete tasks and solve problems with speed and … is
actually the aim of the present study to examine this relationship for gifted children …",gs,2018
3514,Self-concept and sex-role orientation in gifted high school students,,,Gifted Child Quarterly,10.1177/001698629604000103,"J Tong, C Yewchuk","… 17 female, 22 male) randomly drawn from the same grades as the gifted students who … The
Piers-Harris Children's Self-Concept Scale (PH) was used to measure self-concept … Domain-specific
scores are derived from six cluster subscales: Behavior, Intellectual and School Status …",gs,1996
3515,The relationship between identified gifted and talented children and their parents,,,,https://search.proquest.com/openview/ed8c29ad5cec25bbc036a6a317e55832/1?pq-origsite=gscholar&cbl=18750&diss=y,BJ Welsh,"… lacking: 1) Gifted children are vulnerable to developing emotional and behavioral problems;
however, there … Ability Grouping Class or group assignment based on observed behavior or
performance … and physical rates of growth or development often displayed by gifted children …",gs,2015
3516,American Culture and the Gifted.,,,,https://eric.ed.gov/?id=ED372585,"DP Resnick, M Goodman","… system"" (1924, p.1). The intelligence test helped school administra- tors to identify the gifted … early
version was designed by Alfred Binet in France to predict which children would be … of Terman's
graduate students, Arthur Otis, re- solved these problems by creating and norming a …",gs,1994
3517,The diagnostic utility of the Wechsler Intelligence Scale for Children-(WISC-IV) in identification of gifted children,,,The Journal of General …,10.1080/00221309.2020.1862038,"G Erden, İ Yiğit, C Çelik, M Guzey","… that are essential and work together for the development of gifted behavior: above-average …
Children with any neurological or psychiatric diagnosis and sensory-motor problems were
excluded … the Turkish version of the WISC-IV to assess intellectual abilities of gifted children …",gs,2020
3518,Where gifted children do and do not excel on metacognitive tasks,,,Roeper Review,10.1080/02783199609553740,"M Carr, J Alexander, P Schwanenflugel","… Paula Schwanenflugel is pro- fessor of Educational Psychology and Research Fellow of the
Institute for Behavioral Research at the University of Georgia … order processing such as planning
and monitoring, helps gifted children gain insight into problems and allows them …",gs,1996
3519,Does the Individuals with Disabilities Education Act Exclude Gifted and Talented Children with Emotional Disabilities-An Analysis of JD v. Pawlet,,,. Mary's LJ,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/stmlj32&section=27,L Ketterman,"… delay of gratification 4. Impaired adherence to commands to regulate or inhibit behavior in social …
Revised 1999) (using the acronym SEARCH as the title of the gifted and talented … disabilities from
a free public education.51 The Mill's plaintiffs included children with behavioral …",gs,2000
3520,Peer relationships of the academically gifted: A review,,,Gifted Child Quarterly,10.1177/001698628102500310,"AB Austin, DC Draper","… they found a significant correlation between social knowledge and social behavior for early … Social
adjustment measures showed that these gifted children were less well adjusted and more …
peers.&dquo; They also had more personal and environmental problems than the …",gs,1981
